iter	Accuracy	MultiClass
906	0.734197731	0.6406683695
907	0.734197731	0.6406603227
908	0.734197731	0.6406378776
909	0.734197731	0.6405960468
910	0.734197731	0.6405570719
911	0.734197731	0.6405287737
912	0.734197731	0.6404937859
913	0.734197731	0.6404882184
914	0.734197731	0.6404667201
915	0.734197731	0.6404561371
916	0.734197731	0.6404236432
917	0.734197731	0.6403926678
918	0.734197731	0.6403589369
919	0.734197731	0.6403094369
920	0.734197731	0.6402956182
921	0.734197731	0.6402580139
922	0.734197731	0.6402237712
923	0.734197731	0.6401727664
924	0.734197731	0.6401011326
925	0.734197731	0.6400789427
926	0.734197731	0.6400418181
927	0.734197731	0.6400220762
928	0.734197731	0.6399889722
929	0.734197731	0.6399563411
930	0.734197731	0.6399257938
931	0.734197731	0.6398899642
932	0.734197731	0.6398707605
933	0.734197731	0.639851898
934	0.734197731	0.6398069657
935	0.734197731	0.6397890157
936	0.734197731	0.6397331556
937	0.734197731	0.6397178396
938	0.734197731	0.6396970583
939	0.734197731	0.6396815449
940	0.734197731	0.6396638611
941	0.734197731	0.6396259665
942	0.734197731	0.639595345
943	0.734197731	0.6395673701
944	0.734197731	0.6395505409
945	0.734197731	0.6395397332
946	0.734197731	0.6394846224
947	0.734197731	0.6394792431
948	0.734197731	0.639441461
949	0.734197731	0.6393572063
950	0.734197731	0.6393065109
951	0.734197731	0.6392771444
952	0.734197731	0.6392567558
953	0.734197731	0.6392334232
954	0.734197731	0.6392045376
955	0.734197731	0.6391742465
956	0.734197731	0.6391640157
957	0.734197731	0.6391397505
958	0.734197731	0.6391213725
959	0.734197731	0.6390654253
960	0.734197731	0.6390591623
961	0.734197731	0.6389872299
962	0.734197731	0.6389300937
963	0.734197731	0.638912532
964	0.734197731	0.6389086342
965	0.734197731	0.6389053189
966	0.734197731	0.638889793
967	0.734197731	0.6388582788
968	0.734197731	0.6388362226
969	0.734197731	0.6388163127
970	0.734197731	0.6387697858
971	0.734197731	0.6387553389
972	0.734197731	0.6387392805
973	0.734197731	0.6387090472
974	0.734197731	0.6386869411
975	0.734197731	0.6386521155
976	0.734197731	0.6386312848
977	0.734197731	0.6385532866
978	0.734197731	0.6385363418
979	0.734197731	0.6384986056
980	0.734197731	0.6383833609
981	0.734197731	0.6382685231
982	0.734197731	0.6382519212
983	0.734197731	0.6382248907
984	0.734197731	0.6381973019
985	0.734197731	0.6381652836
986	0.734197731	0.6381410826
987	0.734197731	0.6381105025
988	0.734197731	0.6380373752
989	0.734197731	0.6380090242
990	0.734197731	0.6379839808
991	0.734197731	0.6379673801
992	0.734197731	0.637938263
993	0.734197731	0.6378898195
994	0.734197731	0.6378739585
995	0.734197731	0.6378450196
996	0.734197731	0.6377838608
997	0.734197731	0.6376225152
998	0.734197731	0.6375162865
999	0.734197731	0.6374891233
1000	0.734197731	0.6374563327
1001	0.734197731	0.6373595882
1002	0.734197731	0.6372543931
1003	0.734197731	0.6372201668
1004	0.734197731	0.6371931248
1005	0.734197731	0.6371491687
1006	0.734197731	0.6371021975
1007	0.734197731	0.637067063
1008	0.734197731	0.6370383838
1009	0.734197731	0.6370076782
1010	0.734197731	0.6369918271
1011	0.734197731	0.6369619465
1012	0.734197731	0.636906709
1013	0.734197731	0.6368762584
1014	0.734197731	0.6368569974
1015	0.734197731	0.6368464412
1016	0.734197731	0.6368200254
1017	0.734197731	0.6367916161
1018	0.734197731	0.6367644868
1019	0.734197731	0.6367606237
1020	0.734197731	0.636745157
1021	0.734197731	0.6367065814
1022	0.734197731	0.6366201854
1023	0.734197731	0.6366128161
1024	0.734197731	0.6366033106
1025	0.734197731	0.6365719514
1026	0.734197731	0.6365628134
1027	0.734197731	0.6365255167
1028	0.734197731	0.6365088949
1029	0.734197731	0.6364840161
1030	0.734197731	0.6364794102
1031	0.734197731	0.6364302619
1032	0.734197731	0.6364099398
1033	0.734197731	0.6363901563
1034	0.734197731	0.6363386143
1035	0.734197731	0.63631134
1036	0.734197731	0.6363051034
1037	0.734197731	0.6362966958
1038	0.734197731	0.6362230169
1039	0.734197731	0.6361864612
1040	0.734197731	0.636160719
1041	0.734197731	0.6361261346
1042	0.734197731	0.6361213447
1043	0.734197731	0.6360739418
1044	0.734197731	0.6360410898
1045	0.734197731	0.6360156331
1046	0.734197731	0.6359984677
1047	0.734197731	0.6359796913
1048	0.734197731	0.6359709361
1049	0.734197731	0.6359465384
1050	0.734197731	0.6358986913
1051	0.734197731	0.6358736926
1052	0.734197731	0.635814838
1053	0.734197731	0.6357449847
1054	0.734197731	0.6357320832
1055	0.734197731	0.6356994768
1056	0.734197731	0.6356618149
1057	0.734197731	0.6356548638
1058	0.734197731	0.6356339432
1059	0.734197731	0.6356250791
1060	0.734197731	0.6355834549
1061	0.734197731	0.635568067
1062	0.734197731	0.6355251205
1063	0.734197731	0.635517837
1064	0.734197731	0.6354884844
1065	0.734197731	0.6354625689
1066	0.734197731	0.6354489947
1067	0.734197731	0.6354300631
1068	0.734197731	0.6353966008
1069	0.734197731	0.6353850697
1070	0.734197731	0.6353484265
1071	0.734197731	0.6353222391
1072	0.734197731	0.6352965766
1073	0.734197731	0.6352870773
1074	0.734197731	0.6352573565
1075	0.734197731	0.6352370234
1076	0.734197731	0.6352247
1077	0.734197731	0.6352154161
1078	0.734197731	0.6352062245
1079	0.734197731	0.6351405967
1080	0.734197731	0.6351217255
1081	0.734197731	0.635113966
1082	0.734197731	0.635047907
1083	0.734197731	0.6350271761
1084	0.734197731	0.6350084152
1085	0.734197731	0.634962916
1086	0.734197731	0.6349481776
1087	0.734197731	0.634944236
1088	0.734197731	0.6349192328
1089	0.734197731	0.6348516617
1090	0.734197731	0.6348337541
1091	0.734197731	0.6347775016
1092	0.734197731	0.6347539254
1093	0.734197731	0.6347393274
1094	0.734197731	0.6347360814
1095	0.734197731	0.6347082906
1096	0.734197731	0.6346809445
1097	0.734197731	0.6346775902
1098	0.734197731	0.6346710995
1099	0.734197731	0.6346538035
1100	0.734197731	0.634630239
1101	0.734197731	0.6345767359
1102	0.734197731	0.6345712207
1103	0.734197731	0.634567652
1104	0.734197731	0.6345188402
1105	0.734197731	0.6345080305
1106	0.734197731	0.6344968932
1107	0.734197731	0.6344824435
1108	0.734197731	0.6344684302
1109	0.734197731	0.6344274283
1110	0.734197731	0.6344227803
1111	0.734197731	0.634406073
1112	0.734197731	0.6344034062
1113	0.734197731	0.6341860174
1114	0.734197731	0.6341419574
1115	0.734197731	0.6341198783
1116	0.734197731	0.6341041361
1117	0.734197731	0.6340918412
1118	0.734197731	0.6340688422
1119	0.734197731	0.634054424
1120	0.734197731	0.6340263246
1121	0.734197731	0.6339792088
1122	0.734197731	0.6339753644
1123	0.734197731	0.6339729279
1124	0.734197731	0.6339391611
1125	0.734197731	0.6339341086
1126	0.734197731	0.6338916956
1127	0.734197731	0.6338511699
1128	0.734197731	0.6338343875
1129	0.734197731	0.6338038851
1130	0.734197731	0.6337829371
1131	0.734197731	0.6337462238
1132	0.734197731	0.6337156557
1133	0.734197731	0.633697227
1134	0.734197731	0.6336816385
1135	0.734197731	0.6336518311
1136	0.734197731	0.6336338998
1137	0.734197731	0.6336263576
1138	0.734197731	0.6336195098
1139	0.734197731	0.6335672112
1140	0.734197731	0.6335489956
1141	0.734197731	0.6335334923
1142	0.734197731	0.6335151736
1143	0.734197731	0.633484346
1144	0.734197731	0.6334620452
1145	0.734197731	0.633455579
1146	0.734197731	0.6334278313
1147	0.734197731	0.6334075972
1148	0.734197731	0.6334040347
1149	0.734197731	0.6333714765
1150	0.734197731	0.6333311298
1151	0.734197731	0.6332961375
1152	0.734197731	0.6332902215
1153	0.734197731	0.6332601968
1154	0.734197731	0.6332318368
1155	0.734197731	0.633227706
1156	0.734197731	0.6332074547
1157	0.734197731	0.6332012112
1158	0.734197731	0.6331709522
1159	0.734197731	0.6331556939
1160	0.734197731	0.6331446592
1161	0.734197731	0.6331031768
1162	0.734197731	0.6330701362
1163	0.734197731	0.6330562279
1164	0.734197731	0.633038136
1165	0.734197731	0.6330195493
1166	0.734197731	0.6330141756
1167	0.734197731	0.6329342631
1168	0.734197731	0.6329181767
1169	0.734197731	0.632904725
1170	0.734197731	0.6328891144
1171	0.734197731	0.6328866353
1172	0.734197731	0.632836945
1173	0.734197731	0.6328032609
1174	0.734197731	0.6327302501
1175	0.734197731	0.6327199712
1176	0.734197731	0.6326778818
1177	0.734197731	0.6326736115
1178	0.734197731	0.6326425122
1179	0.734197731	0.632630818
1180	0.734197731	0.6325848964
1181	0.734197731	0.6325145111
1182	0.734197731	0.6325103777
1183	0.734197731	0.6325046563
1184	0.734197731	0.6324971529
1185	0.734197731	0.6324577115
1186	0.734197731	0.6324304301
1187	0.734197731	0.6324104535
1188	0.734197731	0.6324082501
1189	0.734197731	0.6323792187
1190	0.734197731	0.6323768272
1191	0.734197731	0.6323704893
1192	0.734197731	0.6323344871
1193	0.734197731	0.6323138077
1194	0.734197731	0.6322725202
1195	0.734197731	0.6322151663
1196	0.734197731	0.6321997397
1197	0.734197731	0.6321471575
1198	0.734197731	0.6321194372
1199	0.734197731	0.6320999891
1200	0.734197731	0.632054418
1201	0.734197731	0.6320221039
1202	0.734197731	0.6319827509
1203	0.734197731	0.6319454961
1204	0.734197731	0.6319033625
1205	0.734197731	0.6318798947
1206	0.734197731	0.6318729194
1207	0.734197731	0.6318692205
1208	0.734197731	0.631853382
1209	0.734197731	0.6318294654
1210	0.734197731	0.6317939861
1211	0.734197731	0.6317455867
1212	0.734197731	0.6316751366
1213	0.734197731	0.6316094806
1214	0.734197731	0.6315846869
1215	0.734197731	0.6315794765
1216	0.734197731	0.6315516569
1217	0.734197731	0.6315326711
1218	0.734197731	0.6315310353
1219	0.734197731	0.6315179845
1220	0.734197731	0.631515813
1221	0.734197731	0.631503635
1222	0.734197731	0.6314605317
1223	0.734197731	0.6314561769
1224	0.734197731	0.6314546091
1225	0.734197731	0.6314261201
1226	0.734197731	0.6314138771
1227	0.734197731	0.6313836514
1228	0.734197731	0.6313656871
1229	0.734197731	0.6313364921
1230	0.734197731	0.6313304897
1231	0.734197731	0.6313287564
1232	0.734197731	0.631295784
1233	0.734197731	0.6312220462
1234	0.734197731	0.6312160733
1235	0.734197731	0.6312087785
1236	0.734197731	0.6311911826
1237	0.734197731	0.6311675774
1238	0.734197731	0.6311527033
1239	0.734197731	0.6311232229
1240	0.734197731	0.631118545
1241	0.734197731	0.6311114039
1242	0.734197731	0.6311089801
1243	0.734197731	0.6311070992
1244	0.734197731	0.6310522659
1245	0.734197731	0.6310233569
1246	0.734197731	0.6309735249
1247	0.734197731	0.6309651341
1248	0.734197731	0.6309566156
1249	0.734197731	0.6309514656
1250	0.734197731	0.6309272739
1251	0.734197731	0.6309066299
1252	0.734197731	0.6308788682
1253	0.734197731	0.630850008
1254	0.734197731	0.6308303649
1255	0.734197731	0.6308274398
1256	0.734197731	0.6308134943
1257	0.734197731	0.6308030423
1258	0.734197731	0.6307646756
1259	0.734197731	0.630750447
1260	0.734197731	0.6307282534
1261	0.734197731	0.6307251714
1262	0.734197731	0.6305877652
1263	0.734197731	0.6305862994
1264	0.734197731	0.630560237
1265	0.734197731	0.630535629
1266	0.734197731	0.6305337634
1267	0.734197731	0.6305281336
1268	0.734197731	0.6304903984
1269	0.734197731	0.6304741039
1270	0.734197731	0.6304593506
1271	0.734197731	0.6304311655
1272	0.734197731	0.6303752237
1273	0.734197731	0.6303705058
1274	0.734197731	0.630368116
1275	0.734197731	0.6303510275
1276	0.734197731	0.6303218341
1277	0.734197731	0.6302751678
1278	0.734197731	0.6302527632
1279	0.734197731	0.6302315355
1280	0.734197731	0.6301497159
1281	0.734197731	0.6301470483
1282	0.734197731	0.6301172199
1283	0.734197731	0.6301010202
1284	0.734197731	0.6300966212
1285	0.734197731	0.6300765052
1286	0.734197731	0.6300640672
1287	0.734197731	0.6299993182
1288	0.734197731	0.6299692399
1289	0.734197731	0.6299523096
1290	0.734197731	0.6299372595
1291	0.734197731	0.6299181654
1292	0.734197731	0.6298872584
1293	0.734197731	0.6298589421
1294	0.734197731	0.6298324122
1295	0.734197731	0.6297935897
1296	0.734197731	0.62976989
1297	0.734197731	0.6297043944
1298	0.734197731	0.6296716866
1299	0.734197731	0.6296650955
1300	0.734197731	0.6296599217
1301	0.734197731	0.629656529
1302	0.734197731	0.629648551
1303	0.734197731	0.6296072286
1304	0.734197731	0.629463028
1305	0.734197731	0.6294103219
1306	0.734197731	0.6294073397
1307	0.734197731	0.629402889
1308	0.734197731	0.6294009638
1309	0.734197731	0.6293866789
1310	0.734197731	0.6293728002
1311	0.734197731	0.6293502029
1312	0.734197731	0.6293434056
1313	0.734197731	0.6293420488
1314	0.734197731	0.6293356717
1315	0.734197731	0.6293320281
1316	0.734197731	0.6293302244
1317	0.734197731	0.6293110877
1318	0.734197731	0.6292943638
1319	0.734197731	0.6292828466
1320	0.734197731	0.6292804479
1321	0.734197731	0.6292514473
1322	0.734197731	0.6292498966
1323	0.734197731	0.6292244016
1324	0.734197731	0.6292202468
1325	0.734197731	0.6291818414
1326	0.734197731	0.6291690777
1327	0.734197731	0.6291518166
1328	0.734197731	0.6291380604
1329	0.734197731	0.6291201001
1330	0.734197731	0.6291143667
1331	0.734197731	0.629074928
1332	0.734197731	0.6290621528
1333	0.734197731	0.628986821
1334	0.734197731	0.6289733228
1335	0.734197731	0.6289243443
1336	0.734197731	0.6289029099
1337	0.734197731	0.6288893821
1338	0.734197731	0.6288755188
1339	0.734197731	0.6288512758
1340	0.734197731	0.6288354253
1341	0.734197731	0.6287991284
1342	0.734197731	0.62878441
1343	0.734197731	0.6287825741
1344	0.734197731	0.6287694498
1345	0.734197731	0.6287434547
1346	0.734197731	0.6287419208
1347	0.734197731	0.6287370445
1348	0.734197731	0.6287133029
1349	0.734197731	0.6286833261
1350	0.734197731	0.6286601816
1351	0.734197731	0.6286473596
1352	0.734197731	0.6286395166
1353	0.734197731	0.6286141938
1354	0.734197731	0.6285256212
1355	0.734197731	0.6284982809
1356	0.734197731	0.6284738336
1357	0.734197731	0.628460814
1358	0.734197731	0.6284299417
1359	0.734197731	0.6284280881
1360	0.734197731	0.62842623
1361	0.734197731	0.6284232573
1362	0.734197731	0.6284212326
1363	0.734197731	0.6284082155
1364	0.734197731	0.6283949195
1365	0.734197731	0.6283704193
1366	0.734197731	0.6283559988
1367	0.734197731	0.6283486082
1368	0.734197731	0.6283394187
1369	0.734197731	0.6283357623
1370	0.734197731	0.6283055792
1371	0.734197731	0.6283007203
1372	0.734197731	0.628298907
1373	0.734197731	0.6282617872
1374	0.734197731	0.6281947227
1375	0.734197731	0.62813472
1376	0.734197731	0.6281326204
1377	0.734197731	0.6281116326
1378	0.734197731	0.6281085535
1379	0.734197731	0.6281074376
1380	0.734197731	0.6280892923
1381	0.734197731	0.6280878975
1382	0.734197731	0.6280645541
1383	0.734197731	0.6279310107
1384	0.734197731	0.6279297277
1385	0.734197731	0.6279161853
1386	0.734197731	0.6279146196
1387	0.734197731	0.6279127441
1388	0.734197731	0.6279111667
1389	0.734197731	0.6279097874
1390	0.734197731	0.6279060681
1391	0.734197731	0.6278919563
1392	0.734197731	0.6278809622
1393	0.734197731	0.6278547429
1394	0.734197731	0.6278516266
1395	0.734197731	0.627841014
1396	0.734197731	0.6278385865
1397	0.734197731	0.6278346953
1398	0.734197731	0.6277620543
1399	0.734197731	0.6277588235
1400	0.734197731	0.6277104469
1401	0.734197731	0.6276222711
1402	0.734197731	0.6276195964
1403	0.734197731	0.6276153185
1404	0.734197731	0.6276103458
1405	0.734197731	0.6275365063
1406	0.734197731	0.6275230831
1407	0.734197731	0.62749893
