iter	Accuracy	MultiClass
387	0.7298757428	0.68128185
388	0.7298757428	0.6810911584
389	0.7298757428	0.6808209581
390	0.7293354943	0.6806424044
391	0.7293354943	0.680508678
392	0.7293354943	0.6803892769
393	0.7298757428	0.6800507218
394	0.7298757428	0.6799052101
395	0.7304159914	0.6797275674
396	0.7304159914	0.6796121692
397	0.7304159914	0.6794969793
398	0.7304159914	0.6793587918
399	0.7309562399	0.6792466191
400	0.7309562399	0.6791586843
401	0.7309562399	0.6790145445
402	0.7309562399	0.6788950621
403	0.7314964884	0.6787353568
404	0.7314964884	0.6786076257
405	0.7314964884	0.6785402036
406	0.7314964884	0.6784108094
407	0.7320367369	0.6781959713
408	0.7320367369	0.6780773935
409	0.7320367369	0.677953498
410	0.7320367369	0.677841368
411	0.7320367369	0.6777407732
412	0.7320367369	0.677662812
413	0.7320367369	0.6775191067
414	0.7320367369	0.6773524329
415	0.7320367369	0.6771293909
416	0.7320367369	0.6769184485
417	0.7320367369	0.6767893448
418	0.7320367369	0.6766721565
419	0.7320367369	0.6765929465
420	0.7325769854	0.6764681904
421	0.7325769854	0.6762922607
422	0.7325769854	0.6761709055
423	0.7325769854	0.6760814024
424	0.7325769854	0.6758988978
425	0.7325769854	0.675705829
426	0.7325769854	0.6756117708
427	0.7325769854	0.6754871925
428	0.7325769854	0.6753739886
429	0.7325769854	0.675201461
430	0.7325769854	0.6750660306
431	0.7325769854	0.6748804351
432	0.7325769854	0.6747470312
433	0.7325769854	0.6746112309
434	0.7325769854	0.6745242805
435	0.7325769854	0.6744548523
436	0.7325769854	0.6743418779
437	0.7325769854	0.6742630369
438	0.7325769854	0.6741468918
439	0.7325769854	0.6740114567
440	0.7325769854	0.6739244929
441	0.7331172339	0.673801563
442	0.7331172339	0.6737120772
443	0.7331172339	0.6735640298
444	0.7331172339	0.6733959141
445	0.7331172339	0.6733184201
446	0.7331172339	0.67319953
447	0.7331172339	0.6731467995
448	0.7331172339	0.6729623628
449	0.7331172339	0.6728539839
450	0.7331172339	0.6727560589
451	0.7331172339	0.6726206847
452	0.7331172339	0.6725255154
453	0.7336574824	0.6723853725
454	0.7336574824	0.6722515236
455	0.7336574824	0.672107292
456	0.734197731	0.6720092845
457	0.734197731	0.6717725553
458	0.734197731	0.6716947456
459	0.734197731	0.6716374929
460	0.7336574824	0.6715027805
461	0.7336574824	0.6714196931
462	0.7336574824	0.6713435067
463	0.7336574824	0.6711218213
464	0.7336574824	0.6709963606
465	0.7336574824	0.670873601
466	0.7336574824	0.6707776761
467	0.7336574824	0.670675624
468	0.7336574824	0.6705199841
469	0.734197731	0.6703500696
470	0.7336574824	0.670242618
471	0.7336574824	0.67013754
472	0.7336574824	0.6700364427
473	0.7336574824	0.6699414532
474	0.7336574824	0.6698358783
475	0.7336574824	0.6698110461
476	0.7336574824	0.6697086379
477	0.7336574824	0.6696312756
478	0.7336574824	0.6695130278
479	0.7336574824	0.6694256098
480	0.7336574824	0.6692762294
481	0.7336574824	0.6692023073
482	0.7336574824	0.6689727125
483	0.7336574824	0.6688955742
484	0.7336574824	0.6688010717
485	0.7336574824	0.6686886932
486	0.7336574824	0.6685911516
487	0.7336574824	0.6684930081
488	0.7336574824	0.6683600562
489	0.7336574824	0.668250236
490	0.7336574824	0.6681183954
491	0.7336574824	0.6677858685
492	0.7336574824	0.6676455807
493	0.7336574824	0.6674813614
494	0.7336574824	0.6674006646
495	0.7336574824	0.6672567622
496	0.7336574824	0.6672015713
497	0.7336574824	0.6671325274
498	0.7336574824	0.6670306762
499	0.7336574824	0.6669332971
500	0.7336574824	0.6668459114
501	0.7336574824	0.666793963
502	0.7336574824	0.6667321291
503	0.7336574824	0.6666424924
504	0.7336574824	0.6665976607
505	0.7336574824	0.6665047614
506	0.7336574824	0.6664037829
507	0.7336574824	0.6663474114
508	0.7336574824	0.6662717204
509	0.7336574824	0.6662227112
510	0.7336574824	0.6661045408
511	0.7336574824	0.6660443072
512	0.7336574824	0.6659815866
513	0.734197731	0.6659166913
514	0.734197731	0.6657914002
515	0.734197731	0.6657223282
516	0.734197731	0.66564869
517	0.734197731	0.6656239579
518	0.734197731	0.665580716
519	0.734197731	0.665483113
520	0.734197731	0.6653795374
521	0.734197731	0.6653333813
522	0.734197731	0.6652372444
523	0.734197731	0.6651606717
524	0.734197731	0.6649956964
525	0.734197731	0.6648909026
526	0.734197731	0.6648454469
527	0.734197731	0.6648124108
528	0.734197731	0.664669714
529	0.734197731	0.6643975543
530	0.734197731	0.6643037165
531	0.734197731	0.6641567078
532	0.734197731	0.6639986841
533	0.734197731	0.6639270967
534	0.734197731	0.6637934443
535	0.734197731	0.6636925672
536	0.734197731	0.6636211914
537	0.734197731	0.6634827381
538	0.734197731	0.6633805817
539	0.734197731	0.663298984
540	0.734197731	0.6632575268
541	0.734197731	0.6632034319
542	0.734197731	0.6631339706
543	0.734197731	0.6630198348
544	0.734197731	0.6628802348
545	0.734197731	0.6627993893
546	0.734197731	0.6627308989
547	0.734197731	0.6625952105
548	0.734197731	0.6624251759
549	0.734197731	0.6622872854
550	0.734197731	0.6621878611
551	0.734197731	0.6621196589
552	0.734197731	0.6620541905
553	0.734197731	0.6619594816
554	0.734197731	0.6618949848
555	0.734197731	0.6618441985
556	0.734197731	0.6617610144
557	0.734197731	0.6616535036
558	0.734197731	0.6616154734
559	0.734197731	0.6615486029
560	0.734197731	0.6614378896
561	0.734197731	0.6613417153
562	0.734197731	0.6612481745
563	0.734197731	0.6611375301
564	0.734197731	0.6610478431
565	0.734197731	0.6609327588
566	0.734197731	0.660845325
567	0.734197731	0.6607891293
568	0.734197731	0.660730088
569	0.734197731	0.6606643316
570	0.734197731	0.6605937714
571	0.734197731	0.660497754
572	0.734197731	0.66042008
573	0.734197731	0.6603587574
574	0.734197731	0.6602075336
575	0.734197731	0.6601439362
576	0.734197731	0.6600746592
577	0.734197731	0.66002837
578	0.734197731	0.6599325837
579	0.734197731	0.6598915841
580	0.734197731	0.6597894747
581	0.734197731	0.6597292872
582	0.734197731	0.659675031
583	0.734197731	0.6595486834
584	0.734197731	0.6594725767
585	0.734197731	0.659430985
586	0.734197731	0.6593436437
587	0.734197731	0.6592217066
588	0.734197731	0.6591418223
589	0.734197731	0.6590886403
590	0.734197731	0.6590482244
591	0.734197731	0.6590135015
592	0.734197731	0.6589696809
593	0.734197731	0.6589216473
594	0.734197731	0.6587374521
595	0.734197731	0.6586937684
596	0.734197731	0.6586255119
597	0.734197731	0.6584994995
598	0.734197731	0.6584472641
599	0.734197731	0.6583809113
600	0.734197731	0.6583263927
601	0.734197731	0.6582756307
602	0.734197731	0.6581628238
603	0.734197731	0.6580906186
604	0.734197731	0.6580512362
605	0.734197731	0.6579328703
606	0.734197731	0.6578617356
607	0.734197731	0.6577396641
608	0.734197731	0.6576554185
609	0.734197731	0.6574987354
610	0.734197731	0.6574076789
611	0.734197731	0.657308551
612	0.734197731	0.6572479275
613	0.734197731	0.6571332425
614	0.734197731	0.6570893336
615	0.734197731	0.6570387763
616	0.734197731	0.6569900768
617	0.734197731	0.6569247056
618	0.734197731	0.6568752135
619	0.734197731	0.6568373492
620	0.734197731	0.6567454714
621	0.734197731	0.6567141623
622	0.734197731	0.6566736242
623	0.734197731	0.6566144586
624	0.734197731	0.6565818617
625	0.734197731	0.6565535693
626	0.734197731	0.6564938169
627	0.734197731	0.6564304073
628	0.734197731	0.6563404263
629	0.734197731	0.656277265
630	0.734197731	0.6561714898
631	0.734197731	0.6560970684
632	0.734197731	0.6559924403
633	0.734197731	0.6559582025
634	0.734197731	0.6559083557
635	0.734197731	0.6557883161
636	0.734197731	0.6557273847
637	0.734197731	0.655665532
638	0.734197731	0.6555966819
639	0.734197731	0.6555414381
640	0.734197731	0.6554316842
641	0.734197731	0.6553488841
642	0.734197731	0.6552373916
643	0.734197731	0.6551782353
644	0.734197731	0.6551446622
645	0.734197731	0.6549837131
646	0.734197731	0.6548867168
647	0.734197731	0.6548376658
648	0.734197731	0.6547035342
649	0.734197731	0.6546288851
650	0.734197731	0.6545662805
651	0.734197731	0.6545260379
652	0.734197731	0.6544492386
653	0.734197731	0.6543944157
654	0.734197731	0.6543377906
655	0.734197731	0.6542845078
656	0.734197731	0.6540633084
657	0.734197731	0.6539937221
658	0.734197731	0.6538832593
659	0.734197731	0.6538302966
660	0.734197731	0.6537197972
661	0.734197731	0.6536508633
662	0.734197731	0.6535689747
663	0.734197731	0.6535306434
664	0.734197731	0.6534050069
665	0.734197731	0.6533169242
666	0.734197731	0.6532500083
667	0.734197731	0.6532041679
668	0.734197731	0.6531261739
669	0.734197731	0.6530926546
670	0.734197731	0.6530693185
671	0.734197731	0.6530137653
672	0.734197731	0.6529677761
673	0.734197731	0.6528959384
674	0.734197731	0.6528131342
675	0.734197731	0.6527418303
676	0.734197731	0.6527191584
677	0.734197731	0.6526470564
678	0.734197731	0.6526122911
679	0.734197731	0.6525673129
680	0.734197731	0.6524901824
681	0.734197731	0.6523903725
682	0.734197731	0.6523506064
683	0.734197731	0.6522642468
684	0.734197731	0.6521923512
685	0.734197731	0.6521759044
686	0.734197731	0.6521371135
687	0.734197731	0.6520678761
688	0.734197731	0.6520430993
689	0.734197731	0.6519063931
690	0.734197731	0.6518680197
691	0.734197731	0.6517909584
692	0.734197731	0.6517268106
693	0.734197731	0.6517035739
694	0.734197731	0.6516723068
695	0.734197731	0.6516342473
696	0.734197731	0.651580323
697	0.734197731	0.6515213801
698	0.734197731	0.6514963002
699	0.734197731	0.6514476767
700	0.734197731	0.6514003961
701	0.734197731	0.6513087092
702	0.734197731	0.6512549276
703	0.734197731	0.6511532128
704	0.734197731	0.6510828619
705	0.734197731	0.6510344637
706	0.734197731	0.6509639238
707	0.734197731	0.6509489445
708	0.734197731	0.6508881078
709	0.734197731	0.6507609012
710	0.734197731	0.6507388377
711	0.734197731	0.6507230018
712	0.734197731	0.6506487696
713	0.734197731	0.6505945513
714	0.734197731	0.6504668248
715	0.734197731	0.6504326466
716	0.734197731	0.650302503
717	0.734197731	0.6502134262
718	0.734197731	0.6501699463
719	0.734197731	0.6501314008
720	0.734197731	0.6500900663
721	0.734197731	0.6500526504
722	0.734197731	0.6499908342
723	0.734197731	0.6499268779
724	0.734197731	0.6499004186
725	0.734197731	0.6498486047
726	0.734197731	0.6497276721
727	0.734197731	0.6497155332
728	0.734197731	0.6496412565
729	0.734197731	0.6496055622
730	0.734197731	0.6495767913
731	0.734197731	0.6494858814
732	0.734197731	0.6494435262
733	0.734197731	0.6494082173
734	0.734197731	0.6493258047
735	0.734197731	0.6492928402
736	0.734197731	0.6492777851
737	0.734197731	0.6492068874
738	0.734197731	0.6490984054
739	0.734197731	0.649011705
740	0.734197731	0.6489750877
741	0.734197731	0.6488937497
742	0.734197731	0.6488031639
743	0.734197731	0.6487272826
744	0.734197731	0.6486907055
745	0.734197731	0.6486050806
746	0.734197731	0.6485356052
747	0.734197731	0.6484541197
748	0.734197731	0.648425358
749	0.734197731	0.648376394
750	0.734197731	0.6483462781
751	0.734197731	0.64828372
752	0.734197731	0.6481961206
753	0.734197731	0.6480666797
754	0.734197731	0.6479515924
755	0.734197731	0.6478969916
756	0.734197731	0.647857422
757	0.734197731	0.6478415929
758	0.734197731	0.6477876572
759	0.734197731	0.647672886
760	0.734197731	0.6476185702
761	0.734197731	0.6475736125
762	0.734197731	0.6475328878
763	0.734197731	0.6475008722
764	0.734197731	0.6474692111
765	0.734197731	0.6474089081
766	0.734197731	0.6473513767
767	0.734197731	0.647334151
768	0.734197731	0.6472926179
769	0.734197731	0.6472316617
770	0.734197731	0.6471913553
771	0.734197731	0.6471049147
772	0.734197731	0.6470632572
773	0.734197731	0.6470429347
774	0.734197731	0.6470117133
775	0.734197731	0.6469653996
776	0.734197731	0.6469366194
777	0.734197731	0.6468938597
778	0.734197731	0.6468521513
779	0.734197731	0.6468097084
780	0.734197731	0.6467193085
781	0.734197731	0.6466692431
782	0.734197731	0.6466163187
783	0.734197731	0.6465974407
784	0.734197731	0.6465485446
785	0.734197731	0.6464345434
786	0.734197731	0.6463777718
787	0.734197731	0.6463371074
788	0.734197731	0.646292536
789	0.734197731	0.6462661405
790	0.734197731	0.6462272951
791	0.734197731	0.6460337928
792	0.734197731	0.64597816
793	0.734197731	0.6458893072
794	0.734197731	0.6458393303
795	0.734197731	0.6457918902
796	0.734197731	0.6457547055
797	0.734197731	0.6457211494
798	0.734197731	0.6456819969
799	0.734197731	0.6456308566
800	0.734197731	0.6455481347
801	0.734197731	0.6454882915
802	0.734197731	0.6454661963
803	0.734197731	0.6454264158
804	0.734197731	0.6453765166
805	0.734197731	0.6453221036
806	0.734197731	0.6452923516
807	0.734197731	0.6452479973
808	0.734197731	0.645197342
809	0.734197731	0.6451239461
810	0.734197731	0.6450591661
811	0.734197731	0.6449906514
812	0.734197731	0.644978378
813	0.734197731	0.6449377027
814	0.734197731	0.6449127992
815	0.734197731	0.6448647648
816	0.734197731	0.6448353821
817	0.734197731	0.6448274456
818	0.734197731	0.6447865015
819	0.734197731	0.6447471647
820	0.734197731	0.644726205
821	0.734197731	0.6446740778
822	0.734197731	0.6446041143
823	0.734197731	0.6445214801
824	0.734197731	0.6444320506
825	0.734197731	0.644390058
826	0.734197731	0.6443648821
827	0.734197731	0.6443207859
828	0.734197731	0.6442786111
829	0.734197731	0.6442347435
830	0.734197731	0.6442021529
831	0.734197731	0.644158564
832	0.734197731	0.6441242797
833	0.734197731	0.6440463357
834	0.734197731	0.6439988911
835	0.734197731	0.6439529047
836	0.734197731	0.6439007111
837	0.734197731	0.6438527686
838	0.734197731	0.6438302436
839	0.734197731	0.643786481
840	0.734197731	0.6437536866
841	0.734197731	0.6437165846
842	0.734197731	0.6435819169
843	0.734197731	0.6435344772
844	0.734197731	0.6434392599
845	0.734197731	0.6434183954
846	0.734197731	0.6433672365
847	0.734197731	0.6432672688
848	0.734197731	0.6432221897
849	0.734197731	0.643165433
850	0.734197731	0.6431457358
851	0.734197731	0.64311121
852	0.734197731	0.6430561998
853	0.734197731	0.6430164722
854	0.734197731	0.6429985488
855	0.734197731	0.6429693983
856	0.734197731	0.6429516233
857	0.734197731	0.6429062827
858	0.734197731	0.6428662145
859	0.734197731	0.6427578644
860	0.734197731	0.6427337547
861	0.734197731	0.6426939634
862	0.734197731	0.6426539119
863	0.734197731	0.6426114885
864	0.734197731	0.6425799457
865	0.734197731	0.6425257839
866	0.734197731	0.6424753173
867	0.734197731	0.6424078869
868	0.734197731	0.6423720464
869	0.734197731	0.6423644875
870	0.734197731	0.6422965687
871	0.734197731	0.642248573
872	0.734197731	0.6421977976
873	0.734197731	0.6421603047
874	0.734197731	0.6421254312
875	0.734197731	0.6420997972
876	0.734197731	0.6420868828
877	0.734197731	0.6420265312
878	0.734197731	0.6419721392
879	0.734197731	0.6419349237
880	0.734197731	0.6418826095
881	0.734197731	0.6418182795
882	0.734197731	0.6417793053
883	0.734197731	0.6416947256
884	0.734197731	0.6416344538
885	0.734197731	0.6416070916
886	0.734197731	0.6415439863
887	0.734197731	0.6414955675
888	0.734197731	0.6414637841
889	0.734197731	0.6414376548
890	0.734197731	0.6413907676
891	0.734197731	0.641356355
892	0.734197731	0.6413098494
893	0.734197731	0.641279873
894	0.734197731	0.6412325614
895	0.734197731	0.6412225415
896	0.734197731	0.6409971423
897	0.734197731	0.6409744707
898	0.734197731	0.6409388763
899	0.734197731	0.6408799911
900	0.734197731	0.6408369841
901	0.734197731	0.6408220009
902	0.734197731	0.6407800475
903	0.734197731	0.6407281134
904	0.734197731	0.6407218936
905	0.734197731	0.6406760016
